"Libellé Sortie";"Code Enquète";"Observateurs";"Num Enquéte";"Heure Début";"Enquete Hors Panier";"Panier Complet";"Pecheur Sensibilisé";"Pecheur enqueté";"Constitution Groupe";"Nb adultes";"Nb enfants";"Nb tous petits";"Nb pecheurs groupe";"Nb Pecheurs Sensibilises";"Nb Reglettes";"Nb Depliants";"Observations";"Annuaire de marée";"Etat Sanitaire";"Source d'information";"Equipé Téléphone portable";"Connaissance Numéro Secours";"Numéro Secours";"Critéres choix site"
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_7";;"JeanPierre Guillosson+StéphaniePlagaLemanski";"7.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_8";;"JeanPierre Guillosson+StéphaniePlagaLemanski";"8.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;;2;;;"Non renseigné";"NC";"";;;;""
"Arcouest_21/03/2015_JeanPierre Guillosson+StéphaniePlagaLemanski_9";;"JeanPierre Guillosson+StéphaniePlagaLemanski";"9.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_1";;"JeanPierre Guillosson";"1.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_10";;"JeanPierre Guillosson";"10.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_11";;"JeanPierre Guillosson";"11.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;;2;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_12";;"JeanPierre Guillosson";"12.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_13";;"JeanPierre Guillosson";"13.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_14";;"JeanPierre Guillosson";"14.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_15";;"JeanPierre Guillosson";"15.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_2";;"JeanPierre Guillosson";"2.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_3";;"JeanPierre Guillosson";"3.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_4";;"JeanPierre Guillosson";"4.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_5";;"JeanPierre Guillosson";"5.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;6;;4;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_6";;"JeanPierre Guillosson";"6.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;2;;2;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_7";;"JeanPierre Guillosson";"7.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_8";;"JeanPierre Guillosson";"8.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_JeanPierre Guillosson_9";;"JeanPierre Guillosson";"9.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_Jérémy Allain_1";;"Jérémy Allain";"1.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;"1 femme +70 ans";"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_Jérémy Allain_10";;"Jérémy Allain";"10.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;"1 homme +50ans";"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_Jérémy Allain_2";;"Jérémy Allain";"2.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;"1 femme +60ans";"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_Jérémy Allain_3";;"Jérémy Allain";"3.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;"1 femme +70 ans";"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_Jérémy Allain_4";;"Jérémy Allain";"4.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;"1 homme +50ans";"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_Jérémy Allain_5";;"Jérémy Allain";"5.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;"1 femme + 50 ans relache les ormeaux";"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_Jérémy Allain_6";;"Jérémy Allain";"6.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;"1 homme +70ans s'en fout";"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_Jérémy Allain_7";;"Jérémy Allain";"7.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;"1 femme +70 ans";"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_Jérémy Allain_8";;"Jérémy Allain";"8.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Arcouest_28/09/2015_Jérémy Allain_9";;"Jérémy Allain";"9.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;"1 femme +50ans";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_1";;"Franck Delisle+Laura Berthel";"1.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;2;;"1 couple 50 ans / grandes griffes à 4 dents";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_10";;"Franck Delisle+Laura Berthel";"10.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;2;0;;2;;;;"/";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_11";;"Franck Delisle+Laura Berthel";"11.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;2;;"couple 60 ans";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_12";;"Franck Delisle+Laura Berthel";"12.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;2;;"couple 60 ans";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_13";;"Franck Delisle+Laura Berthel";"13.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;"1 homme 75 ans";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_14";;"Franck Delisle+Laura Berthel";"14.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;2;;"1 couple 40 ans + 1 femme 20 ans / truelle au trou";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_15";;"Franck Delisle+Laura Berthel";"15.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;1;;"1 couple 60 ans";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_16";;"Franck Delisle+Laura Berthel";"16.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;2;;"2 femmes 40 et 70 ans";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_17";;"Franck Delisle+Laura Berthel";"17.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;2;;5;;5;;"2 femmes 40 et 10 ans. et 3 hommes50.50 et 10ans";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_18";;"Franck Delisle+Laura Berthel";"18.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;"1 homme 70 ans";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_19";;"Franck Delisle+Laura Berthel";"19.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;"1 couple 60 ans";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_2";;"Franck Delisle+Laura Berthel";"2.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;"1 femme 60-70 ans / rateau";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_20";;"Franck Delisle+Laura Berthel";"20.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";4;0;;4;;;;"2 hommes et 2 femmes";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_21";;"Franck Delisle+Laura Berthel";"21.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;3;;;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_22";;"Franck Delisle+Laura Berthel";"22.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;1;;3;;2;;"3 femmes de 12.30 et 60 ans";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_23";;"Franck Delisle+Laura Berthel";"23.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";4;0;;4;;2;;"3 femmes de 25. 50 et 50 ans. 1 homme de 50 ans";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_24";;"Franck Delisle+Laura Berthel";"24.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;2;;"1 femme de 20ans. et 2 hommes (20 et 10 ans) / gri";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_25";;"Franck Delisle+Laura Berthel";"25.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;"1 femme 60 ans / rateau";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_26";;"Franck Delisle+Laura Berthel";"26.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;"1 homme 30 ans / couteau";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_27";;"Franck Delisle+Laura Berthel";"27.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;"1 homme 60 ans / pro/rateau";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_28";;"Franck Delisle+Laura Berthel";"28.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;"1 homme 50 ans / couteau à palourdes";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_29";;"Franck Delisle+Laura Berthel";"29.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;2;;"couple 30 ans";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_3";;"Franck Delisle+Laura Berthel";"3.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;2;;3;;1;;"3 hommes 70.7 et12 ans / rateau";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_4";;"Franck Delisle+Laura Berthel";"4.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;"1 homme 70 ans / griffes";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_5";;"Franck Delisle+Laura Berthel";"5.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;2;;"2 hommes 60 ans / sel rateau";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_6";;"Franck Delisle+Laura Berthel";"6.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;1;;"1 couple 55 ans / griffes + sel";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_7";;"Franck Delisle+Laura Berthel";"7.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;"1 femme 50 ans";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_8";;"Franck Delisle+Laura Berthel";"8.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;"1 couple 70-80 ans / crocs. épuisette";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_Franck Delisle+Laura Berthel_9";;"Franck Delisle+Laura Berthel";"9.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;1;;"1 couple 60 ans / épuisette. petit rateau. fourche";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+Nathalie DuboisLavergne_3";;"OdileGuerin+Nathalie DuboisLavergne";"3.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+NathalieDuboisLavergne_1";;"OdileGuerin+NathalieDuboisLavergne";"1.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;4;;1;;"sympa+++";"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_01/08/2015_OdileGuerin+NathalieDuboisLavergne_2";;"OdileGuerin+NathalieDuboisLavergne";"2.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_11";;"Franck Delisle&Jean-Pierre Guillosson";"11.0";"16:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/08/2015_Franck Delisle&Jean-Pierre Guillosson_12";;"Franck Delisle&Jean-Pierre Guillosson";"12.0";"16:42";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;2;0;;2;;2;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_1";;"Anne Priac&Periline Tournant";"1.0";"15:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_10";;"Anne Priac&Periline Tournant";"10.0";"16:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;2;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_11";;"Anne Priac&Periline Tournant";"11.0";"16:37";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;2;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_12";;"Anne Priac&Periline Tournant";"12.0";"16:48";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;3;0;;3;;2;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_13";;"Anne Priac&Periline Tournant";"13.0";"17:07";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_2";;"Anne Priac&Periline Tournant";"2.0";"15:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;2;0;;2;;2;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_3";;"Anne Priac&Periline Tournant";"3.0";"15:27";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_4";;"Anne Priac&Periline Tournant";"4.0";"15:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;0;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_5";;"Anne Priac&Periline Tournant";"5.0";"15:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_6";;"Anne Priac&Periline Tournant";"6.0";"15:58";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_7";;"Anne Priac&Periline Tournant";"7.0";"16:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;2;0;;2;;1;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Anne Priac&Periline Tournant_8";;"Anne Priac&Periline Tournant";"8.0";"16:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_1";;"Franck Delisle&Jean-Pierre Guillosson";"1.0";"15:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_10";;"Franck Delisle&Jean-Pierre Guillosson";"10.0";"16:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_2";;"Franck Delisle&Jean-Pierre Guillosson";"2.0";"15:31";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;3;0;;3;;2;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_3";;"Franck Delisle&Jean-Pierre Guillosson";"3.0";"15:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;2;0;;2;;2;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_4";;"Franck Delisle&Jean-Pierre Guillosson";"4.0";"15:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;2;0;;2;;2;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_5";;"Franck Delisle&Jean-Pierre Guillosson";"5.0";"16:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;3;0;;3;;2;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_6";;"Franck Delisle&Jean-Pierre Guillosson";"6.0";"16:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;1;;2;;1;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_7";;"Franck Delisle&Jean-Pierre Guillosson";"7.0";"16:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;2;0;;2;;0;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_8";;"Franck Delisle&Jean-Pierre Guillosson";"8.0";"16:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;2;0;;2;;1;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_02/09/2015_Franck Delisle&Jean-Pierre Guillosson_9";;"Franck Delisle&Jean-Pierre Guillosson";"9.0";"16:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;2;;;"Non renseigné";"NC";"";;;;""
"Goaz Trez/Toëno_04/03/2014_Franck Delisle_1";;"Franck Delisle";"1.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;2;;5;;0;;;"Oui";"Oui";"Internet / Applications mobiles";;;;"Fidélité"
"Goaz Trez/Toëno_04/03/2014_Franck Delisle_2";;"Franck Delisle";"2.0";"14:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;0;;"même groupe que Treb_20140304_FD_1";"Oui";"Oui";"Internet / Applications mobiles";;;;"Qualité gisement"
"Goaz Trez/Toëno_04/03/2014_Franck Delisle_3";;"Franck Delisle";"3.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;;"Oui";"Oui";"Médias (journaux, radios, tv)";;;;"Fidélité"
"Goaz Trez/Toëno_04/03/2014_Franck Delisle_4";;"Franck Delisle";"4.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;0;;;"Oui";"NC";"";;;;""
"Goaz Trez/Toëno_04/03/2014_Olivier Massard & Claire Kervarrec_1";;"Olivier Massard & Claire Kervarrec";"1.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;0;;;"Oui";"Non";"Aucune";;;;"Recommandation"
"Goaz Trez/Toëno_04/03/2014_Olivier Massard & Claire Kervarrec_2";;"Olivier Massard & Claire Kervarrec";"2.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;;"Oui";"Non";"Aucune";;;;"Qualité gisement | Proximité"
